"Precinct: 30001 ","Polling Place: ",1,,,"Precinct: 30002 ","Polling Place: ",1,,,"Precinct: 30003 ","Polling Place: ",1,,
"WEAH, George Manneh (CDC) ",,,,157,"WEAH, George Manneh (CDC) ",,,,175,"WEAH, George Manneh (CDC) ",,,,192
,"Valid Votes: ",,,384,,"Valid Votes: ",,,379,,"Valid Votes: ",,,404
,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,5
,"Total Votes: ",,,388,,"Total Votes: ",,,385,,"Total Votes: ",,,409
"Precinct: 30621 ","Polling Place: ",2,,,"Precinct: 30621 ","Polling Place: ",3,,,"Precinct: 30621 ","Polling Place: ",4,,
"Jimmy Jolocon School, Supermarket Community ",,,,,"Jimmy Jolocon School, Supermarket Community ",,,,,"Jimmy Jolocon School, Supermarket Community",,,,
"Registered Voters: ",579,,,,"Registered Voters: ",600,,,,"Registered Voters: ",570,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,221,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,256,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,231
"WEAH, George Manneh (CDC) ",,,,207,"WEAH, George Manneh (CDC) ",,,,209,"WEAH, George Manneh (CDC) ",,,,194
,"Valid Votes: ",,,428,,"Valid Votes: ",,,465,,"Valid Votes: ",,,425
,"Invalid Votes: ",,,10,,"Invalid Votes: ",,,2,,"Invalid Votes: ",,,6
,"Total Votes: ",,,438,,"Total Votes: ",,,467,,"Total Votes: ",,,431
"Precinct: 30622 ","Polling Place: ",1,,,"Precinct: 30622 ","Polling Place: ",2,,,"Precinct: 30622 ","Polling Place: ",3,,
"St.michael School, Supermarket Community ",,,,,"St.michael School, Supermarket Community ",,,,,"St.michael School, Supermarket Community",,,,
"Registered Voters: ",503,,,,"Registered Voters: ",552,,,,"Registered Voters: ",483,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,190,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,213,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,183
"WEAH, George Manneh (CDC) ",,,,186,"WEAH, George Manneh (CDC) ",,,,223,"WEAH, George Manneh (CDC) ",,,,188
,"Valid Votes: ",,,376,,"Valid Votes: ",,,436,,"Valid Votes: ",,,371
,"Invalid Votes: ",,,3,,"Invalid Votes: ",,,3,,"Invalid Votes: ",,,7
,"Total Votes: ",,,379,,"Total Votes: ",,,439,,"Total Votes: ",,,378
"Precinct: 30622 ","Polling Place: ",4,,,"Precinct: 30622 ","Polling Place: ",5,,,"Precinct: 30622 ","Polling Place: ",6,,
"St.michael School, Supermarket Community ",,,,,"St.michael School, Supermarket Community ",,,,,"St.michael School, Supermarket Community",,,,
"Registered Voters: ",456,,,,"Registered Voters: ",523,,,,"Registered Voters: ",542,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,178,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,209,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,225
"WEAH, George Manneh (CDC) ",,,,168,"WEAH, George Manneh (CDC) ",,,,197,"WEAH, George Manneh (CDC) ",,,,196
,"Valid Votes: ",,,346,,"Valid Votes: ",,,406,,"Valid Votes: ",,,421
,"Invalid Votes: ",,,8,,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,7
,"Total Votes: ",,,354,,"Total Votes: ",,,410,,"Total Votes: ",,,428
"Precinct: 30623 ","Polling Place: ",1,,,"Precinct: 30623 ","Polling Place: ",2,,,"Precinct: 30623 ","Polling Place: ",3,,
"St.michael High School, New  Georgia  Road ",,,,,"St.michael High School, New  Georgia  Road ",,,,,"St.michael High School, New  Georgia  Road",,,,
"Registered Voters: ",479,,,,"Registered Voters: ",493,,,,"Registered Voters: ",454,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,150,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,162,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,149
"WEAH, George Manneh (CDC) ",,,,203,"WEAH, George Manneh (CDC) ",,,,206,"WEAH, George Manneh (CDC) ",,,,190
,"Valid Votes: ",,,353,,"Valid Votes: ",,,368,,"Valid Votes: ",,,339
,"Invalid Votes: ",,,14,,"Invalid Votes: ",,,3,,"Invalid Votes: ",,,2
,"Total Votes: ",,,367,,"Total Votes: ",,,371,,"Total Votes: ",,,341
"Precinct: 30623 ","Polling Place: ",4,,,"Precinct: 30623 ","Polling Place: ",5,,,"Precinct: 30624 ","Polling Place: ",1,,
"St.michael High School, New  Georgia  Road ",,,,,"St.michael High School, New  Georgia  Road ",,,,,"Allen Bryant School, Chocolate City",,,,
"Registered Voters: ",492,,,,"Registered Voters: ",486,,,,"Registered Voters: ",517,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,146,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,165,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,249
"WEAH, George Manneh (CDC) ",,,,217,"WEAH, George Manneh (CDC) ",,,,196,"WEAH, George Manneh (CDC) ",,,,144
,"Valid Votes: ",,,363,,"Valid Votes: ",,,361,,"Valid Votes: ",,,393
,"Invalid Votes: ",,,9,,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,8
,"Total Votes: ",,,372,,"Total Votes: ",,,368,,"Total Votes: ",,,401
"Precinct: 30624 ","Polling Place: ",2,,,"Precinct: 30624 ","Polling Place: ",3,,,"Precinct: 30624 ","Polling Place: ",4,,
"Allen Bryant School, Chocolate City ",,,,,"Allen Bryant School, Chocolate City ",,,,,"Allen Bryant School, Chocolate City",,,,
"Registered Voters: ",584,,,,"Registered Voters: ",545,,,,"Registered Voters: ",575,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,266,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,273,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,264
"WEAH, George Manneh (CDC) ",,,,178,"WEAH, George Manneh (CDC) ",,,,155,"WEAH, George Manneh (CDC) ",,,,174
,"Valid Votes: ",,,444,,"Valid Votes: ",,,428,,"Valid Votes: ",,,438
,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,17
,"Total Votes: ",,,450,,"Total Votes: ",,,432,,"Total Votes: ",,,455
"Precinct: 30624 ","Polling Place: ",5,,,"Precinct: 30625 ","Polling Place: ",1,,,"Precinct: 30625 ","Polling Place: ",2,,
"Allen Bryant School, Chocolate City ",,,,,"Freew ay Baptist School , Iron Factory ",,,,,"Freew ay Baptist School , Iron Factory",,,,
"Registered Voters: ",535,,,,"Registered Voters: ",462,,,,"Registered Voters: ",525,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,265,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,114,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,132
"WEAH, George Manneh (CDC) ",,,,162,"WEAH, George Manneh (CDC) ",,,,212,"WEAH, George Manneh (CDC) ",,,,246
,"Valid Votes: ",,,427,,"Valid Votes: ",,,326,,"Valid Votes: ",,,378
,"Invalid Votes: ",,,5,,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,13
,"Total Votes: ",,,432,,"Total Votes: ",,,333,,"Total Votes: ",,,391
"Precinct: 30625 ","Polling Place: ",3,,,"Precinct: 30625 ","Polling Place: ",4,,,"Precinct: 30625 ","Polling Place: ",5,,
"Freew ay Baptist School , Iron Factory ",,,,,"Freew ay Baptist School , Iron Factory ",,,,,"Freew ay Baptist School , Iron Factory",,,,
"Registered Voters: ",536,,,,"Registered Voters: ",528,,,,"Registered Voters: ",526,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,143,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,132,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,111
"WEAH, George Manneh (CDC) ",,,,241,"WEAH, George Manneh (CDC) ",,,,251,"WEAH, George Manneh (CDC) ",,,,241
,"Valid Votes: ",,,384,,"Valid Votes: ",,,383,,"Valid Votes: ",,,352
,"Invalid Votes: ",,,15,,"Invalid Votes: ",,,13,,"Invalid Votes: ",,,15
,"Total Votes: ",,,399,,"Total Votes: ",,,396,,"Total Votes: ",,,367
"Precinct: 30625 ","Polling Place: ",6,,,"Precinct: 30626 ","Polling Place: ",1,,,"Precinct: 30626 ","Polling Place: ",2,,
"Freew ay Baptist School , Iron Factory ",,,,,"New  Life Christian Academy , Bardnersville Communit ",,,,,"New  Life Christian Academy , Bardnersville Communit",,,,
"Registered Voters: ",496,,,,"Registered Voters: ",562,,,,"Registered Voters: ",538,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,108,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,234,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,243
"WEAH, George Manneh (CDC) ",,,,214,"WEAH, George Manneh (CDC) ",,,,173,"WEAH, George Manneh (CDC) ",,,,163
,"Valid Votes: ",,,322,,"Valid Votes: ",,,407,,"Valid Votes: ",,,406
,"Invalid Votes: ",,,11,,"Invalid Votes: ",,,10,,"Invalid Votes: ",,,12
,"Total Votes: ",,,333,,"Total Votes: ",,,417,,"Total Votes: ",,,418
"Precinct: 30626 ","Polling Place: ",3,,,"Precinct: 30626 ","Polling Place: ",4,,,"Precinct: 30627 ","Polling Place: ",1,,
"New  Life Christian Academy , Bardnersville Communit ",,,,,"New  Life Christian Academy , Bardnersville Communit ",,,,,"Bardnersville Public School , Bardnersville Community",,,,
"Registered Voters: ",549,,,,"Registered Voters: ",539,,,,"Registered Voters: ",429,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,250,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,240,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,195
"WEAH, George Manneh (CDC) ",,,,162,"WEAH, George Manneh (CDC) ",,,,174,"WEAH, George Manneh (CDC) ",,,,111
,"Valid Votes: ",,,412,,"Valid Votes: ",,,414,,"Valid Votes: ",,,306
,"Invalid Votes: ",,,17,,"Invalid Votes: ",,,8,,"Invalid Votes: ",,,4
,"Total Votes: ",,,429,,"Total Votes: ",,,422,,"Total Votes: ",,,310
"Precinct: 30627 ","Polling Place: ",2,,,"Precinct: 30627 ","Polling Place: ",3,,,"Precinct: 30629 ","Polling Place: ",1,,
"Bardnersville Public School , Bardnersville Community ",,,,,"Bardnersville Public School , Bardnersville Community ",,,,,"Sherly Kormeh Sch , Bardnersville Community",,,,
"Registered Voters: ",440,,,,"Registered Voters: ",418,,,,"Registered Voters: ",507,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,202,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,183,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,260
"WEAH, George Manneh (CDC) ",,,,114,"WEAH, George Manneh (CDC) ",,,,90,"WEAH, George Manneh (CDC) ",,,,140
,"Valid Votes: ",,,316,,"Valid Votes: ",,,273,,"Valid Votes: ",,,400
,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,5,,"Invalid Votes: ",,,13
,"Total Votes: ",,,320,,"Total Votes: ",,,278,,"Total Votes: ",,,413
"Precinct: 30629 ","Polling Place: ",2,,,"Precinct: 30629 ","Polling Place: ",3,,,"Precinct: 30631 ","Polling Place: ",1,,
"Sherly Kormeh Sch , Bardnersville Community ",,,,,"Sherly Kormeh Sch , Bardnersville Community ",,,,,"Grace Baptist School, Bardnersville Community",,,,
"Registered Voters: ",537,,,,"Registered Voters: ",539,,,,"Registered Voters: ",541,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,265,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,287,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,248
"WEAH, George Manneh (CDC) ",,,,141,"WEAH, George Manneh (CDC) ",,,,128,"WEAH, George Manneh (CDC) ",,,,163
,"Valid Votes: ",,,406,,"Valid Votes: ",,,415,,"Valid Votes: ",,,411
,"Invalid Votes: ",,,10,,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,4
,"Total Votes: ",,,416,,"Total Votes: ",,,421,,"Total Votes: ",,,415
"Precinct: 30631 ","Polling Place: ",2,,,"Precinct: 30631 ","Polling Place: ",3,,,"Precinct: 30631 ","Polling Place: ",4,,
"Grace Baptist School, Bardnersville Community ",,,,,"Grace Baptist School, Bardnersville Community ",,,,,"Grace Baptist School, Bardnersville Community",,,,
"Registered Voters: ",575,,,,"Registered Voters: ",517,,,,"Registered Voters: ",580,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,284,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,251,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,289
"WEAH, George Manneh (CDC) ",,,,163,"WEAH, George Manneh (CDC) ",,,,132,"WEAH, George Manneh (CDC) ",,,,156
,"Valid Votes: ",,,447,,"Valid Votes: ",,,383,,"Valid Votes: ",,,445
,"Invalid Votes: ",,,8,,"Invalid Votes: ",,,14,,"Invalid Votes: ",,,11
,"Total Votes: ",,,455,,"Total Votes: ",,,397,,"Total Votes: ",,,456
"Precinct: 30631 ","Polling Place: ",5,,,"Precinct: 30632 ","Polling Place: ",1,,,"Precinct: 30632 ","Polling Place: ",2,,
"Grace Baptist School, Bardnersville Community ",,,,,"E.j. Goodridge School -i, Bardnersville Community ",,,,,"E.j. Goodridge School -i, Bardnersville Community",,,,
"Registered Voters: ",580,,,,"Registered Voters: ",455,,,,"Registered Voters: ",471,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,278,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,237,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,235
"WEAH, George Manneh (CDC) ",,,,162,"WEAH, George Manneh (CDC) ",,,,99,"WEAH, George Manneh (CDC) ",,,,118
,"Valid Votes: ",,,440,,"Valid Votes: ",,,336,,"Valid Votes: ",,,353
,"Invalid Votes: ",,,12,,"Invalid Votes: ",,,8,,"Invalid Votes: ",,,4
,"Total Votes: ",,,452,,"Total Votes: ",,,344,,"Total Votes: ",,,357
"Precinct: 30632 ","Polling Place: ",3,,,"Precinct: 30632 ","Polling Place: ",4,,,"Precinct: 30633 ","Polling Place: ",1,,
"E.j. Goodridge School -i, Bardnersville Community ",,,,,"E.j. Goodridge School -i, Bardnersville Community ",,,,,"E.j. Goodridge School -ii, Bardnersville Community",,,,
"Registered Voters: ",436,,,,"Registered Voters: ",450,,,,"Registered Voters: ",497,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,205,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,224,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,281
"WEAH, George Manneh (CDC) ",,,,114,"WEAH, George Manneh (CDC) ",,,,112,"WEAH, George Manneh (CDC) ",,,,122
,"Valid Votes: ",,,319,,"Valid Votes: ",,,336,,"Valid Votes: ",,,403
,"Invalid Votes: ",,,2,,"Invalid Votes: ",,,5,,"Invalid Votes: ",,,1
,"Total Votes: ",,,321,,"Total Votes: ",,,341,,"Total Votes: ",,,404
"Precinct: 30633 ","Polling Place: ",2,,,"Precinct: 30633 ","Polling Place: ",3,,,"Precinct: 30633 ","Polling Place: ",4,,
"E.j. Goodridge School -ii, Bardnersville Community ",,,,,"E.j. Goodridge School -ii, Bardnersville Community ",,,,,"E.j. Goodridge School -ii, Bardnersville Community",,,,
"Registered Voters: ",527,,,,"Registered Voters: ",470,,,,"Registered Voters: ",492,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,292,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,254,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,278
"WEAH, George Manneh (CDC) ",,,,113,"WEAH, George Manneh (CDC) ",,,,115,"WEAH, George Manneh (CDC) ",,,,117
,"Valid Votes: ",,,405,,"Valid Votes: ",,,369,,"Valid Votes: ",,,395
,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,0
,"Total Votes: ",,,411,,"Total Votes: ",,,375,,"Total Votes: ",,,395
"Precinct: 30633 ","Polling Place: ",5,,,"Precinct: 30634 ","Polling Place: ",1,,,"Precinct: 30634 ","Polling Place: ",2,,
"E.j. Goodridge School -ii, Bardnersville Community ",,,,,"Junior High School 1, New  Georgia Estate ",,,,,"Junior High School 1, New  Georgia Estate",,,,
"Registered Voters: ",497,,,,"Registered Voters: ",486,,,,"Registered Voters: ",528,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,260,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,217,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,267
"WEAH, George Manneh (CDC) ",,,,129,"WEAH, George Manneh (CDC) ",,,,169,"WEAH, George Manneh (CDC) ",,,,149
,"Valid Votes: ",,,389,,"Valid Votes: ",,,386,,"Valid Votes: ",,,416
,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,8,,"Invalid Votes: ",,,8
,"Total Votes: ",,,395,,"Total Votes: ",,,394,,"Total Votes: ",,,424
"Precinct: 30634 ","Polling Place: ",3,,,"Precinct: 30634 ","Polling Place: ",4,,,"Precinct: 30634 ","Polling Place: ",5,,
"Junior High School 1, New  Georgia Estate ",,,,,"Junior High School 1, New  Georgia Estate ",,,,,"Junior High School 1, New  Georgia Estate",,,,
"Registered Voters: ",490,,,,"Registered Voters: ",509,,,,"Registered Voters: ",508,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,244,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,208,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,228
"WEAH, George Manneh (CDC) ",,,,135,"WEAH, George Manneh (CDC) ",,,,157,"WEAH, George Manneh (CDC) ",,,,141
,"Valid Votes: ",,,379,,"Valid Votes: ",,,365,,"Valid Votes: ",,,369
,"Invalid Votes: ",,,11,,"Invalid Votes: ",,,13,,"Invalid Votes: ",,,5
,"Total Votes: ",,,390,,"Total Votes: ",,,378,,"Total Votes: ",,,374
"Precinct: 30635 ","Polling Place: ",1,,,"Precinct: 30635 ","Polling Place: ",2,,,"Precinct: 30636 ","Polling Place: ",1,,
"Solomon Temple School , New  Georgia Estate ",,,,,"Solomon Temple School , New  Georgia Estate ",,,,,"Christiana Comfort Bedel School, New  Georgia Estate",,,,
"Registered Voters: ",500,,,,"Registered Voters: ",529,,,,"Registered Voters: ",580,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,221,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,209,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,267
"WEAH, George Manneh (CDC) ",,,,160,"WEAH, George Manneh (CDC) ",,,,179,"WEAH, George Manneh (CDC) ",,,,187
,"Valid Votes: ",,,381,,"Valid Votes: ",,,388,,"Valid Votes: ",,,454
,"Invalid Votes: ",,,5,,"Invalid Votes: ",,,3,,"Invalid Votes: ",,,4
,"Total Votes: ",,,386,,"Total Votes: ",,,391,,"Total Votes: ",,,458
"Precinct: 30636 ","Polling Place: ",2,,,"Precinct: 30636 ","Polling Place: ",3,,,"Precinct: 30636 ","Polling Place: ",4,,
"Christiana Comfort Bedel School, New  Georgia Estate ",,,,,"Christiana Comfort Bedel School, New  Georgia Estate ",,,,,"Christiana Comfort Bedel School, New  Georgia Estate",,,,
"Registered Voters: ",588,,,,"Registered Voters: ",584,,,,"Registered Voters: ",601,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,299,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,265,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,258
"WEAH, George Manneh (CDC) ",,,,170,"WEAH, George Manneh (CDC) ",,,,194,"WEAH, George Manneh (CDC) ",,,,199
,"Valid Votes: ",,,469,,"Valid Votes: ",,,459,,"Valid Votes: ",,,457
,"Invalid Votes: ",,,5,,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,2
,"Total Votes: ",,,474,,"Total Votes: ",,,465,,"Total Votes: ",,,459
"Precinct: 30637 ","Polling Place: ",1,,,"Precinct: 30637 ","Polling Place: ",2,,,"Precinct: 30637 ","Polling Place: ",3,,
"Kula Memorial Academy , Tusa Field Community ",,,,,"Kula Memorial Academy , Tusa Field Community ",,,,,"Kula Memorial Academy , Tusa Field Community",,,,
"Registered Voters: ",468,,,,"Registered Voters: ",506,,,,"Registered Voters: ",472,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,188,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,214,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,178
"WEAH, George Manneh (CDC) ",,,,159,"WEAH, George Manneh (CDC) ",,,,174,"WEAH, George Manneh (CDC) ",,,,173
,"Valid Votes: ",,,347,,"Valid Votes: ",,,388,,"Valid Votes: ",,,351
,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,6
,"Total Votes: ",,,354,,"Total Votes: ",,,394,,"Total Votes: ",,,357
"Precinct: 30637 ","Polling Place: ",4,,,"Precinct: 30638 ","Polling Place: ",1,,,"Precinct: 30638 ","Polling Place: ",2,,
"Kula Memorial Academy , Tusa Field Community ",,,,,"Grace A. G. M. School, Tusa Field Community ",,,,,"Grace A. G. M. School, Tusa Field Community",,,,
"Registered Voters: ",496,,,,"Registered Voters: ",420,,,,"Registered Voters: ",403,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,203,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,165,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,138
"WEAH, George Manneh (CDC) ",,,,156,"WEAH, George Manneh (CDC) ",,,,149,"WEAH, George Manneh (CDC) ",,,,157
,"Valid Votes: ",,,359,,"Valid Votes: ",,,314,,"Valid Votes: ",,,295
,"Invalid Votes: ",,,10,,"Invalid Votes: ",,,2,,"Invalid Votes: ",,,3
,"Total Votes: ",,,369,,"Total Votes: ",,,316,,"Total Votes: ",,,298
